Skill Name,Description,Path,Tier,Augment,Special,Limitations,Phys Rep,Prerequisite,Uses Base Per Day,Uses Per Extra Tier,Uses Scale Start Tier,Periodicity,Per Milestone 1,Per Milestone 2
Bless/Curse Area,The healer may now bless or curse an area rather than an object. The healer may use one ribbon equal to their healer tier in length (in feet) with which they can create an area of any shape. Anyone whose feet cross over the ribbon will be affected by the blessing or curse set onto the area.,Healer,6,,,"May be used 1x per day, an additional use gained every other tier. ","140 words in spell book, red ribbon to outline area. If in combat, state loudly “CURSED AREA [EFFECT]” As the first person steps through (possible limit to curses with very obvious effect names, like curse of Slowness)",Major Blessing AND Major Curse,1,0.5,0,Per Event Day,,
Reject Death,"The Healer can now imbue a single player (including themselves) with the power to rise after being mortally wounded once per event. The player, provided no “Coup de Grâce” finishing move is performed, may return to battle at a single hit point after 15 seconds of RP on the ground, wherein they call out to the healer, the healer’s patron, or another symbol to signify their return to play.",Healer,7,,,,"150 word spell performed on the player, with a charcoal or paint mark left on a visible area of the player denoting the symbol of the healer.",,1,,,Per Event,,
Create Sanctuary,"A healer with this skill can now Create a Sanctuary for healing and giving aid to adventurers. Other healers, even without this skill, may assist in forming a Sanctuary. A sanctuary can encompass an area of 10 feet per healer tier that assists with creating the space. Inside the sanctuary, healer skills are not expended, and all skills are performed at twice the speed. ",Healer,7,,,,150 word Spell Read with other healers intending to create a sanctuary. Space must be clearly denoted with a Sanctified Location spell. ,Create/Destroy Holy Relic,,,,,,
Safeguard,"When cast, the recipient will be immune to the first instance of a blessing or curse they come into contact with. Subsequent or consistent contact with the same blessing or curse will still impart the effect.",Healer,7,,,"May be used once per day, +1 for every healer tier after 7. ",140 words in spell book,Master of the Tome,1,1,7,,,
Read/Write Arcana,Player can decipher magic runes and read magic. This skill is foundational and a prerequisite for all other spells. Allows for the casting of all spells at a walk.,Mage,0,,,,,,,,,,,
Light/Darkness,Create a light equal to 10 feet per tier or create an area of magical Darkness equal to 10 feet per tier.,Mage,0,,,Can only have one in play at a time,"10 words in spellbook, a light producing implement or Black cloth to represent Darkness",,,,,,,
Sense Arcana,"Can sense if an object has arcane properties, but not any details of powers or effects.",Mage,0,,,"Single person or object, may be used 3x per day +1 per Mage Tier.",10 word spell in spellbook.,,3,1,0,Per Event Day,,
Basic Weapon Proficiency,"The Player learns the basic combat and safety rules and the use of hand weapons and throwables. This includes for mages, One handed weapons, staves, LARP safe throwables, and two handed bladed weapons.",Mage,0,,,,,,,,,,,
Minor Repair,"Repairs a single small normal object 12” or smaller, or one hit location of armor.",Mage,1,,,"Single person or object/touch, may be used 3x per day +1 per Mage Tier above Tier 1.","25 word spell in spellbook, and roleplay.",,3,1,1,Per Event Day,,
Divine Arcana,"Once an object is defined as magical the mage can sense its arcane properties, and any details of objects powers or effects. ",Mage,1,,,1x per Mage Tier per day per day.,"25 word spell in spellbook, and roleplay.",Sense Arcana,1,1,0,Per Event Day,,
Arcane Armor 1,"Absorbs the first 1 point of damage taken by the target, regardless of location. Once 1 point of damage is absorbed the spell fades, and the belt flag should be removed at first opportunity.",Mage,1,,,May be used 2x per day +1 per Mage Tier above Tier 1. Arcane Armor may not be stacked with other Arcane Armors or Holy Armor.,"25 word spell in spellbook, red belt flag with one black stripe, and roleplay.",,2,1,1,Per Event Day,,
Ward Location,"The caster may now create a protected area with a ward. Areas marked cannot be entered or exited until the ward is lifted or broken, except for those the spellcaster specifically allows, warded objects may not be opened or destroyed without breaking the ward first. Projectiles may not be fired into or out of a warded location, a ward may not be fought through. ",Mage,1,,,"1x per Tier per day, up to 20’ radius regardless of tier. A Mage may have one warded location active per tier. Compatible with the ‘Cooperative Action’ skill.","25 word spell in spellbook, and roleplay. Yellow ribbon around location or object, and a written message denoting tier, allowed entrants, and caster's name.",,1,,,Per Tier,,
Mage's Staff,"A Mage gains the ability to use a staff, it is imbued with the Mage’s energy. Damage caused by a Mage’s Staff is considered magical. The staff may act as a focus for spellcasting, and may be considered an extension of the Mage where touch is concerned for casting and game play. ",Mage,1,,,"Regardless of whether a staff is wielded in one hand or two they always do 1 point of damage. Once a staff is imbued with Magic in this way, it can not be further enchanted by standard means.",LARP safe staff,,,,,,,
Arcane Confluence,"Mages find out early on that the best way to learn is by watching, and helping. The best mages learn that they can get further by working together. When faced with a spell, ward, or task that is beyond their capabilities they can utilize Arcane Confluence  to break a ward, bypass a spell, or upcast specifically noted spells with the aid of other Mages to gain an advantage. The mage that takes the action receives +1 to their effective tier for each mage with Arcane Confluence working together. In order to be successful, the total tier must be greater than the tier of the necessary check. Spells cast with Arcane Confluence take double the amount of words they normally would (a reread of the spell or certain parts of the spell).",Mage,1,,,"You may help add to or break a ward so long as you possess this skill, even if you have not yet taken Ward or Break Arcana. But the invocation must be initiated by the mage with said skills.","All mages must be within touch distance of the area, and engaged in role play. ",,,,,,,
Magic Seal,"A mage’s secrets must be guarded. You may thread some of your magic into the sealing/binding of a missive, letter, tome, or other written material to prevent any other than the intended target from opening it.",Mage,1,,,May be used 2x per day +1 per Mage Tier above Tier 1.,"25 word spell in spellbook, silver & green string/ribbon wrapped around the letter along with a wax stamp OR drawn symbol, the name of the Recipient and tier of casting Mage written on the outside of the letter, and roleplay.",,2,1,1,Per Event Day,,
Scrolls & Potions,"The Mage gains the ability to produce scrolls and potions. Potions may be consumed by anyone, Scrolls may only be used if the user knows Read/Write Arcana.
To Create Potions or Scrolls, please refer to the full Scroll/Potion ruleset for limitations and mechanics.",Mage,2,,,,,,,,,,,
Comprehend Language,"Target player can understand any one chosen language for 10 minutes, written or spoken.",Mage,2,,,10 minute duration. May be used 3x per day +1 per Mage Tier above Tier 2. ,"35 word spell in spellbook, and roleplay.",,3,1,2,Per Event Day,,
Elemental Protection,"The Mage is able to weave a spell to protect a player, object, or area from the effects of a chosen element (Fire, Ice, Lightning, Necrotic). This protection negates the first instance of damage or a single effect from the chosen element.",Mage,2,,Duration: 4 hours or until enchanted player is Mortally Wounded.,"Target player, object, or 5’ area, 1x per Tier per day +1 for every mage tier above 2.","35 word spell in spellbook, with a caplet placed on the player, object, or area under protection. Once used, the caplet should be discarded at earliest availability.",,1,1,2,Per Event Day,,
Push,A Mage may use their authority over the Leylines and their spellcasting abilities to Push another player back 3 steps per Mage Tier.,Mage,2,,,Can be used 1x per Tier per day. Cannot be used on the same player twice in one day.,"10 word spell in spellbook, that includes distance player is pushed back and the name of the spell to denote the effect. Two outstretched arms in a pushing motion preferred for clarity.",,1,,,Per Event Day,,
Break Arcana,"Can be used to dispel magic on objects, enchantments, and warded locations. Before breaking an unknown arcana, the magic in question must be identified through the use of “Divine Arcana.” Break arcana is successful only if the tier of the caster is equal to or higher than the tier of the magic being dispelled. Can be cast at a higher tier level if the Mage has access. ",Mage,2,,,"May be cast on a single target player, arcane object, enchantment, or ward.  May be used 1x per day +1 per Mage Tier. Compatible with the ‘Cooperative Action’ skill.","35 word spell in spellbook, and roleplay, with an additional 15 words per tier above 2.",Divine Arcana,1,1,0,Per Event Day,,
Magic Shield,The Mage conjures a shield of magical energy. The shield can be used to block all spells marked Combat Magic an amount of times equal to the caster of the shield's tier. ,Mage,2,,Duration: 4 hours,"Personal use only. Shield must be 27” or under. May be used 1x per day +1 per Mage Tier above Tier 2, a Mage may only have 1 Magic Shield in play at any given time. ","35 word spell in spellbook and roleplay. Green shield, it may bear a unit or personal symbol.",Shield Control,1,,,At a time,,
Advanced Magic Seal,"A mage’s secrets must be guarded, an advancement of the initial Magic Seal spell that adds additional protections. The text of the document is unreadable to those not bound to its delivery. Any who attempt to read the document must sign their true and full name on the page.",Mage,2,,,May be used 1x per day +1 per Mage Tier above Tier 3.,"50 word spell in spellbook, silver & green string/ribbon wrapped around the letter along with a wax stamp OR drawn symbol, the name of the Recipient, casting time, and tier of casting mage written on the outside of the letter, and roleplay. There must be a designation reading “INVISIBLE INK” on the page.",Magic Seal,1,1,3,Per Event Day,,
Steady Spellcaster,"Mages train to steel themselves against the rigors of combat or a dangerous situation to be able to cast their spells. Once written in a spellbook, Steady Spell allows the player to move with complete freedom around the battlefield while still maintaining their ability to cast magic while still utilizing their spellbook.",Mage,3,,,,50 word reference in spellbook.,Magic Shield,,,,,,
Major Repair,"Repairs a single medium sized normal object 48” or smaller, or all hit locations of armor for a single player.",Mage,3,,,"Single person or object/touch, may be used 3x per day +1 per Mage Tier above Tier 3.","50 word spell in spellbook, and roleplay.",Minor Repair,3,1,3,Per Event Day,,
Arcane Armor 2,"Absorbs the first 2 points of damage taken by the target, regardless of location. Once 2 points of damage are absorbed the spell fades, and the belt flag should be removed at first opportunity.",Mage,3,,,May be used 2x per day +1 per Mage Tier above Tier 3. Arcane Armor may not be stacked with other Arcane Armors or Holy Armor.,"50 word spell in spellbook, red belt flag with two black stripes, and roleplay.",Arcane Armor 1,2,1,3,Per Event Day,,
Speak Language,"Target player can read, write or converse in any one chosen language for 10 minutes.",Mage,3,,,10 minute duration. May be used 3x per day +1 per Mage Tier above Tier 3.,"50 word spell in spellbook, and roleplay.",Comprehend Language,3,1,3,Per Event Day,,
Rune Bound Mage's Staff,"A Mage gains the ability to use an improved staff, not only is it imbued with the Mage’s magical energy, but it also has been crafted with deadly intent. Damage caused by a Mage’s Staff is considered magical, and when wielded with two hands will cause 2 damage. The Mage may gain additional mana points up to half the player’s Mage tier rounded up for use with the ‘Scrolls and Potions’ skill for the creation of Scrolls. These additional mana points do not apply to potions.",Mage,3,,,"Once a staff is imbued with Magic in this way, it can not be further enchanted by standard means.",LARP safe Mage’s staff,,,,,,,
Magic Missile,(Combat Magic) The Mage summons 3 bolts of magical energy per casting that can be thrown at target players or NPCs.,Mage,3,,"Damage: 1 point per bolt, Magic
I [name] summon the power of the ley lines to cast Magic Missile! [Only shout the words “Magic Missile” while throwing each additional projectile]","3 missiles per cast. May be used 3x per day +1 per Mage Tier above Tier 3. May be blocked by shields, normal armor rules apply.","15 word spell in spellbook with an additional 10 words per bolt after the first and roleplay. Minimum 3” black spellball, alternatively character themed coreless throwing weapons painted black may also be used, such as darts, knives, or axes.",,3,1,3,Per Event Day,,
Speak with Dead,The Mage is able to contact and communicate with the dead and is able to ask 3 questions. The soul of the deceased must answer questions truthfully and to the best of their abilities. A creature is not aware of any questions or answers given when returned to life.,Mage,3,,,"The dead must answer the first time the spell is cast, but are not required to answer with subsequent uses of the spell. May be used 1x per day +1 per Mage Tier above Tier 3.",50 word spell in spellbook and roleplay.,,1,1,3,Per Event Day,,
Spell Storing,"A mage can now store a spell into their chosen focus for later use. At the start of each event day, a mage may store an amount of spells equal to half their tier (rounded up) into their chosen focus. The focus and spells stored must be prewritten in their spellbook, and may only be cast a single time. The same spell may be written multiple times. At any time during the day, the mage may cast their spell by holding their focus in the air, speaking a minimum 5 words that includes the name of the spell, and performing any other necessary actions the spell requires. That instance of spell storing is then gone, and restored at the start of the next event day.",Mage,4,,,,,,,,,,,
Covenant,Some deals must be made in person. Covenant is a magically binding agreement between two characters. The terms can be flexible based on the need of the scene. Neither party can break the signed magical agreement until the deal is fulfilled on both sides.,Mage,4,,,Single target. A mage may only have one active Covenant at any given time. Must include a pre-established agreed upon consequence if ‘broken’.,"100 word spell in spellbook, and a written parchment signed by both caster and any additional parties. ",Advanced Magic Seal,1,,,At a time,,
Mind Shield,"Target’s mind is shielded from mental interference. The target player will not succumb to mental magics, psionic mind control, or other psionic effects, including Compel Truth. Does not negate the fear effect.",Mage,4,,Duration: 1 hour,May be used 1x per day +1 per Mage Tier above Tier 4. ,75 word spell in spellbook and roleplay.,,1,1,4,Per Event Day,,
Anti-magic Aura,"The Mage is able to weave a spell to protect a player, object, or area from the effects of magic. Anti-magic Aura negates the first spell cast or magical effect used against the enchanted player, item, or location.",Mage,4,,Duration: 4 hours or death of enchanted player.,"Target player, object, or 5’ area, 1x per day +1 per Mage Tier above Tier 4, a Mage may have one Anti-magic Aura active per Mage Tier. ","75 word spell in spellbook, and roleplay. Silver cape for players or silver ribbon for item or location. Once the first spell is negated, Anti-magic Aura fades, and the cape, or ribbon should be removed at first opportunity.",,1,1,4,Per Event Day,,
Mental Duel,"(Combat Magic) When this spell is cast it draws the target and the spellcaster into an immediate mental contest, a direct battle of mental powers against another magic user. The target must enter the duel. If the Mental Duel is mistakenly initiated with a non-spellcaster, the spell has no effect. The loser of the duel must remove a skill marked Spell or Combat Magic from their spellbook for the day, chosen by the winner of the duel. ",Mage,4,,,May be used 1x per day +1 per Mage Tier after 4th. ,"75 word spell in spellbook and roleplay. Examples of roleplay may include but are not limited to: Rock-Paper-Scissors, Dance Battle, or a Staring Contest. Cannot be interrupted until the duel is completed.",,1,1,4,Per Event Day,,
Lightning Bolt,"(Combat Magic) The Mage summons a great electrical charge of magical energy in the form of a Lightning Bolt that can be hurled at target players or NPCs. Lightning Bolt bypasses Metal armor. Shields block Lightning Bolt from hitting a player, but are then destroyed. Lightning Bolts can also be used to destroy objects, such as chests, gates, walls, siege engines, and more.",Mage,4,,"Damage: 2 points, Magic, Lightning
Invocation: I [name] summon the power of lightning to cast Lightning Bolt!",May be used 2x per day +1 per Mage Tier above Tier 4.,"40 word spell in spellbook and roleplay. Minimum 3” blue spellball, alternatively character themed coreless throwing blue bolts may also be used. ",,2,1,4,Per Event Day,,
Animate Dead,"The caster’s mastery over death has reached the point where a body may be reanimated from death to create a minion to serve them. The targeted creature is Reanimated as an Animated Dead. During Casting, the caster may select to animate the creature or player as either a Zombie (2 HP, can only walk) or a Skeleton (1 HP, moves freely ignores thrusts and arrows). Both attack with Necrotic damage. The most basic form of reanimation, these creatures are dependent on the orders of their master and can only follow the most basic of commands. In absence of commands from their master, they attack the nearest creature until destroyed.",Mage,4,,,May be used 1x per day +1 per every 2 Healer/Mage Tiers. Players may decline to be animated. Undead always take double damage from holy sources. A player may only have one Animated Dead in play per 2 Tiers ,"75 word spell in spellbook, and roleplay. Skeleton Mask or Gray Headband, Zombie Mask or Black headband",Speak with Dead,1,0.5,1,Per Event Day,,
Mass Repair,"The caster is able to repair a number of small items up to their Tier en masse through this incantation, or a single larger item like a gate or siege engine. Armor, weapons, shields and other items that can be carried by hand count as small items. Anything that can not be easily lifted by a single person or that is obviously large, like a castle gate, or the hull of a boat counts as large. As the caster gains in experience and Tiers they can repair more small items, and larger structures. The spell immediately repairs the target(s) to their full structure or armor point value. This only makes repairs on mundane objects, and does not restore any magical properties the structure, armor, or item may have had previously. Compatible with the ‘Cooperative Action’ skill.",Mage,5,,,May be used 1x per day +1 per Mage Tier above Tier 6. It may only be used once per encounter. ,"140 word spell  in spellbook, and roleplay. The spell invocation must include terminology of what they would like to repair or what is in their range to repair.",Major Repair,1,1,5,Per Event Day,,
Enchant Weapon/Item,"The Mage imbues a single weapon with magic, the weapon now deals +1 damage, and all damage from the imbued weapon is magical. May overcome standard weapon resistance of some creatures.",Mage,5,,,May be used 1x per day +1 per Mage Tier above Tier 5. Duration: Until the wielder of the weapon is Mortally Wounded. or 4 hours. ,"100 word spell in spellbook, role play, and green ribbon attached to the weapon/item.",,1,1,5,Per Event Day,,
Fireball,"(Combat Magic) The Mage conjures a sphere of magical energy in the form of a Fireball that can be hurled at target players or NPCs. Fireball bypasses both shields and non-metal armor. Fireballs can also be used to destroy objects such as chests, gates, walls, siege engines, and more.",Mage,5,,"Damage: 4 points, Magic, Fire
Invocation: I [name] summon the power of fire to cast Fireball!",May be used 1x per day +1 per Mage Tier above Tier 5.,70 word spell in spellbook and roleplay. Minimum 5” red spellball. ,,1,1,5,Per Event Day,,
Create Undead Knight,"Continued study in the necromantic arts allows the player to increase the strength of their undead minions. The caster may now create their Skeleton or Zombie as a Knight, which triples their hit point pool and allows them to speak and follow more advanced commands. The Knight may now also use Mighty Blow a single time if they wield a two handed weapon.",Mage,5,,,May be used 1x per day +1 per every 2 Mage Tiers. Players may decline to be animated.Undead always take double damage from holy sources. A player may only have one Undead Knight in play per 3 Tiers of experience.,"100 word spell in spellbook, and roleplay. Gray headband with two black skulls or an even meaner skeleton mask.",,1,0.5,1,Per Event Day,,
Summon Creature,"The Mage is able to summon an NPC creature to do his bidding. Once the period of the Mage’s control is up, unless they are able to cast Summon Creature again, the creature will resort to its natural state and attack the nearest players, or flee. Monster concepts must be submitted to game organizers for approval prior to use.",Mage,6,,,Creature is controlled for 10 minutes per Mage Tier. May be used 1x per day +1 per Mage Tier above Tier 5. Requires game official and available NPC. Cannot be used in conjunction with Spell Storing,"100 word spell in spellbook, and role play. NPC summoned will be based on adventure setting, and at the discretion of game officials. Alternatively, a Unit or Faction may create a monster concept, and costume that can be played by a teammate. ",,1,1,5,Per Event Day,,
Ensorcelled Armament,"The caster is able to use their weapon as their spell focus. Ensorceled steel, magic staff, any weapon chosen by the mage becomes the channel of their power. The caster may now cast without referencing their spellbook and may use a LARP safe weapon to cast combat magic on touch if Spell Storing has been used with the weapon as the focus. Additionally, the caster may now take damage from a single strike from any mundane weapon without interrupting their casting. The weapon now does magical damage, but cannot be further enchanted to do additional damage. ",Mage,6,,,,"150 word reference in spellbook, and roleplay. The written spell must include a description of their chosen focus weapon. The caster must memorize their spells, or have them written on the Ensorcelled Armament, to jog their memory. ",Spell Storing,1,,,At a time,,
Modify Memory,Grants the caster the ability to ALTER x minutes equal to the Mage’s tier of in-character memory. Example: Change the identity of a rogue the target witnessed poisoning a mug of ale.,Mage,6,,,Cannot be used to change any memory that happened on a previous day. Can only be used 1 time per day +1 per Mage Tier above Tier 6.,140 word spell that tells the player the memories that will be altered and how they will be changed. ,,1,1,6,Per Event Day,,
Ice Storm,"The spell caster uses energy from the leylines to drain the heat from around them. When caught in the middle of its wrath, it will cut and lash at the flesh and bone of those unfortunate enough to have been hit. The Mage hurls the snow and ice at their foes and an initial strike by the ice slows them down to half speed, while a subsequent strike freezes them in place for 10 seconds. A third hit from a ball of ice mortally wounds the player and leaves a frozen corpse on the ground. All types of mundane armor and shields are ineffective against Ice Storm.",Mage,6,,,"May be used 1x per day +1 per Mage Tier above Tier 6. The caster may throw 6 spellballs representing the Ice Storm at Tier 6, +2 spellballs per Tier after.","140 word spell  in spellbook, and roleplay. The spell begins its effect at 50 words, where the mage can then begin to move freely around the field casting the spell. The mage then continues reading the spell, stopping briefly only to state effects as the spell is in play. Minimum 3” white spellballs, alternatively character themed coreless throwing white icicles may also be used.",,1,1,6,Per Event Day,,
Necrotic Blast,"(Combat Magic) The Mage is able to draw dark energy from the rotted roots of Leylines and cast a ball of necrotic energy at their foes. If the target is a player hit by the spell they are engulfed in a blast of necrotic energy, the life force is drained out of them and they are killed regardless of armor. If the target is an NPC it takes 4 wounds of Necrotic magic damage. Destroys shields on strike.",Mage,6,,"Damage: 4 points, Magic, Necrotic
Invocation Line: I [name] summon the powers of death to cast NECROTIC BLAST!",May be used 1x per day +1 per every 2 Mage Tiers.,80 word spell in spellbook and roleplay. 6” Black Spell Ball,,1,0.5,0,Per Event Day,,
Animate Group of Dead,"You are reaching the pinnacle of your necromantic arts. A number of targeted creatures up to your tier are Reanimated as Animated Dead. If cast on a player they are Animated for 10 minutes or until slain; after they may continue to role play as the undead minion of the casting player until death if they wish, or return to play as normal, with no memory of their death or what they did while animated. During Casting, may select to animate individual creatures or players as either a Zombie or a Skeleton. The most basic form of reanimation, these creatures are dependent on the orders of their master and can only follow the most basic of commands. In absence of commands from their master, they attack the nearest creature until destroyed.",Mage,6,,"Upon taking Animate Group of Dead, the limit of the number of Animated Dead under your control is increased to 1 Per Healer/Mage Tier",May be used 1x per day +1 per every 2 Healer/Mage Tiers. Players may decline to be animated.(See Animate Dead),"100 word spell in spellbook, and roleplay. See Animate Dead for specifics.",Create Undead Knight,1,0.5,0,Per Event Day,,
Banish Creature,"Sometimes a creature is more trouble than it’s worth to fight. The Mage is able to send an NPC creature away. This can be used on regular NPCs and creatures brought into play via the Summon Creature spell. Banish Creature’s effects will be based on adventure setting, and at the discretion of game officials, when successfully cast target creature will move at best speed directly away from the caster.",Mage,7,,,May be used 1x per day +1 per Mage Tier above Tier 7. Mage can only banish creatures of a lower tier than the mage. Cannot be used in conjunction with Spell Storing,150 word spell in spellbook and roleplay. ,,1,1,7,Per Event Day,,
Disintegrate,"(Combat Magic) The Mage draws dark energy from the Ley Lines that coalesces into a swirling ball of chaos, crackling with power. Disintegrate bypasses all shields and armor. Disintegrate can also be used to destroy objects, for instance 1 Disintegrate spell will destroy a normal gate. ",Mage,7,,"Damage: 8, Magic
I [name] summon the powers of chaos to DISINTEGRATE!
A Disintegrated player can only be brought back by a Resurrection spell, or greater power. ",May be used 1x per day +1 per Mage Tier above Tier 6. ,140 word spell in spellbook and roleplay. Minimum 6” black spellball.,,1,1,7,Per Event Day,,
Locate Object,Grants the caster the ability to locate any singular object the caster has previously seen or held.,Mage,7,,,Can only be used once per day. Cannot locate objects stored within extra-dimensional spaces. Requires significant concentration; the caster is immobile while channeling. An organizer must facilitate the spell’s vision.,"200 word ceremony. Upon completion, the caster is shown the object’s location through a vision provided by the game organizer.",,1,,,Per Event Day,,
Teleportation Circle,The mage has honed their skills and their collection to the Ley Lines has strengthened exponentially. This skill allows the mage to instantly transport themselves and a number of allies up to their Mage Tier to any one hex. ,Mage,7,,"Spell has a 5% chance to fail, where the players will engage in an encounter rolled separately by the GM on the Unit and Land Searches encounter table.",May only be used once per season,200 Word minimum spell that takes the form of a ritual done with a GMs knowledge. ,,1,,,Per Season,,
Imbue Area,"The mage, now a master of the elements, can choose to imbue an entire battlefield with one of the following effects:
Static Clouds: Players are subject to an array of continuous and unlimited bolts of lighting energy that deal 1 damage when they are struck
Icy Ground: Players can only cautiously walk/move and if they attempt to run, slip and must crawl back to their feet
Lava Plumes: Players are struck with up to the casters tier of balls of fire that deal 4 points of damage.
Creeping Earth: Players who remain motionless stay motionless, if a player is not moving quickly, they are rooted in place until another player touches them. 
The mage has permission to GM this spell, or to receive assistance from a Knight and Noble or an Organizer to GM the effect.",Mage,7,," I [name] summon the powers of all that is natural to Imbue this ground with [desired effect]!
The effect may not come to an end if the mage’s party is thwarted.",Effects last for an amount of minutes equal to the Mage’s Tier,200 word spell that may be cast prior to the encounter. The mage must assist with the on field battle effects. ,,,,,,,
Silence,"With the thud of their staff, an explosive burst from their spell pouch, a loud screech, or another booming noise, the mage is able to completely bring all other noise to a halt in an area around them that expands to all that heard their initial call. No sound can be made, and no noises can be heard. Spells cannot be cast, skills that require verbal components cannot be used. Battlefields, Dungeons, Castle hallways all fall to an unnatural, deathly silence.",Mage,7,,"Until end of encounter/mod, anytime by the mage, or upon the mage being Mortally Wounded
The mage is physically stopping the noise around them while this effect is cast and condenses the energy into themselves to muffle it. After the effect is over, the mage cannot cast spells for the remainder of the day and may also struggle to speak or make any noise at all.","Can be used once per event. On the battlefield, extends to all that heard the loud noise. Can be altered to cover an area if inside a mod. ",10 word spell that includes the proclamation of Silence. A loud noise effect to be heard,,1,,,Per Event,,
Loot,"Player gains the ability to loot bodies left on the field. Using the Loot ability you gain in-game items carried by the lootee, including coins up to 2 additional silver per Tier (minimum 2 silver at Tier 0); one in-game item, potion, or scroll per tier; or one artifact carried by the looted.",Rogue,0,,,"Players cannot Loot another player's personal items, including weapons, out of game items, or jewelry.","Player holds hand over the location being looted and says “ I am searching this location” (the player being looted is NEVER physically touched.) The player being looted must reveal any items carried or hidden in the location being searched, except for objects protected by Tier 4 Conceal Item.",,,,,,,
Detect Trap,"Using this ability, Rogues can now see traps laid before them, check a Suspicious Location for a trap, or discern if an item, door, or container is trapped. They are able to discern the full location of the trap if it is an area trap, but not the potential consequences activating the trap could have, based on their Tier and knowledge of traps, until they attempt to interact with the trap, by reading the Trap Card. ",Rogue,0,,,"Each search is limited to a single item or area within a 10’ radius. Detect Trap allows the Rogue to understand whether something is a threat without setting off the trap.  However, the Rogue will have to interact with it to Bypass Trap, Destroy Trap, or Disarm Trap, taking a risk.","Role play, 15 seconds. The player detecting traps must carefully look at an object, or search an area, and may then locate, but not read any ribbons, or cards placed on an item, or in the area searched to discern the Tier of the trap’s creator, and type of trap. That is revealed by further inspection.",,,,,,,
Coup de Grâce,The Player learns how to finish a fallen enemy. A mortally wounded player can be engaged with to collaborate in a short scene that results in the full defeat of a target player.,Rogue,0,,,,A 3-5 second engagement with a mortally wounded player for an epic style kill.,,,,,,,
Shield Training,"Rogues gain the ability to safely use small to medium sized shields, up to 27” in diameter. Custom shields must be able to fit inside a 27” square. If a rogue receives further training in shield use to negate the size restriction through another tree, the larger shield interferes with rogue skills marked with the stealth tag.",Rogue,0,,,,,,,,,,,
Basic Weapon Proficiency,"Players learn the basic combat and safety rules and the use of all hand weapons and throwables. Additionally, Rogues may Dual Wield with approval from an organizer or Knight and Noble of the realm during Weapon’s Check. The only weapons this does not include are those found in the Advanced Weapon Proficiency (link) (Great Weapons and Polearms) ",Rogue,0,,,,,,,,,,,
Armor Proficiency,"Players learn about the armor that they may wear and about its effective and safe use in play. A rogue’s starting max AP is 2. Metal Armor may interfere with some of the rogue skills, those skills are marked with a stealth tag.",Rogue,0,,,,,,,,,,,
Cooperative Action,"Rogues find out early on that the best way to learn is by watching, and helping the best rogues learn that they can get further by working together. When faced with an obstacle that is beyond their capabilities they can utilize Cooperative Action with the help of other rogues to gain an advantage. The rogue that takes the action receives +1 to their effective tier for each rogue with Cooperative Action working together. In order for a Cooperative Action to be successful, the total tier must be greater than the tier of the lock,trap, or other obstacle in order to be successful in attempts to achieve their goal.It takes double the amount of time as normal to complete skills when done as a Cooperative Action.",Rogue,1,,,,"All rogues must be within touch distance obstacle, and engaged in role play. ",,,,,,,
Pick Lock,"(stealth) The player is now able to pick locks of a strength equal to or less than their Rogue Tier. It takes 60 seconds uninterrupted to successfully pick a lock. Once picked, the lock is broken and may not be repaired.",Rogue,1,,,,A skeleton key or lockpicking kit of a nature that suits their character. ,,,,,,,
Bypass Trap,"(stealth) After Detect Trap, Rogues may now choose to investigate further and read the trap card with the Bypass Trap ability. The player is now able to safely work around some traps after detecting them, temporarily bypassing their effects. When using this ability, the rogue is able to temporarily disable a trap, holding the mechanisms that would set it off in place in order to move an item, unlock and open a door or container, or pass safely over a trapped area. A player using this Rogue ability must have one part of their person in contact with the trapped item, container, or location at all times. Once they stop their control over the trap’s mechanisms, or leave the area, the trap is considered rearmed. The player may bypass a trap set by a Rogue equal to or lower than their Tier. ",Rogue,1,,,,"The Rogue should carry a set of thieves' tools. After using Detect Trap, take out the tools and perform a 10 second RP. The player compares the Tier of the trap set on the item, container, or location to their Tier to determine outcome. If the trap is of an equal to or lower Tier than the Rogue’s it is safely bypassed.  If the trap is higher Tier, then the effects of the trap take place immediately.",Detect Trap,,,,,,
Climb Wall,"(stealth) The player can now scale walls and cliffs. This means during sieges, players can climb over walls in order to infiltrate the interior of castles or other buildings. ",Rogue,1,,,"Not all obstacles can be climbed for safety reasons. Characters wearing metal armor or overencumbered for their max AP may not benefit from Climb Walls, even if a rope is provided.","In order for this skill to be put into effect, the player must simulate climbing and may then enter a structure or cross an obstacle in a safe location. A rope may be tied to the wall or location to allow others to follow. Those players must also simulate climbing. ",,,,,,,
Archery,Players are taught the safety rules of archery at LARP Adventures and earn the use of bow and arrow in play.,Rogue,1,,,,,,,,,,,
